id,name,description,created_at,updated_at,url
312,Popeye's Garden Tonic,Handful spinach\n3 stalks celery\n2 stalks asparagus\n1 large tomato\n1 cherry tomato for garnish\n\nBunch up spinach and push through hopper with celery.  Juice asparagus and tomato.  Mix juices in a tall glass and garnish with cherry tomato.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
313,Garden Tonic,¼ head cabbage\n2 stalks celery\n1 stalk broccoli\nParsley sprig for garnish\n\nJuice vegetables and garnish with sprig of parsley.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
314, Mango Cashew Green Smoothie,1 cup unsweetened almond milk\n1 scoop Sun Warrior vanilla protein powder\n1 teaspoon maca powder\nthe flesh of 1 fresh, ripe mango (or use about 1 cup frozen mango)\nsmall handful raw cashews (about 4 Tablespoons)\ntwo moderate handfuls raw baby spinach\n3 or 4 ice cubes\nAdd ingredients to blender in the order given. Blend until smooth. Add more ice if you want it colder and/or thicker!\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
315,Pear Smoothie,yields 5 cups = 40 oz\n• 3 Pears\n• 1 bunch Lettuce\n• 1 small bunch Parsley\n• 3 new Vine leaves\n• 1 Cucumber\n• 1 cup Coconut water\n• 1 tsp Spirulina Algea powder\n• 4 tbsp Flax seeds (freshly ground)\nGrind Flax seeds first, add other ingredients afterwards.\n,<null>,<null>,http://www.natural-juicing-remedies.com/healthy-smoothie-recipes.html
316,Grapefruit Smoothie,yields 4 cups = 32 oz\n• 1 Grapefruit\n• 1 Cucumber\n• 1 bunch Chicory\n• 4 tbsp Flax seeds (freshly ground) OR\n• 2 tbsp Flax oil\n• 2 cups Coconut water\n• 1 tbsp Maca Root powder\n,<null>,<null>,http://www.natural-juicing-remedies.com/healthy-smoothie-recipes.html
317,Green Smoothie with Barley Grass,yields 4 cups = 32 oz\n• 2 Cucumbers\n• 3 Pears\n• 1 small bunch Carrot greens\n• 1 cup Coconut water\n• 1 tbsp Barley Grass powder\n,<null>,<null>,http://www.natural-juicing-remedies.com/healthy-smoothie-recipes.html
318,Green Smoothie,yields 1+2/3 cup = 13,50 oz\n• 1/3 cup Elderberry\n• 1 Banana\n• 1 Cucumber\n• 1 cup Spinach\n• 1 small bunch Parsley\n• 1 tsp Spirulina Algae powder\n• 1 tbsp freshly ground Flax seeds\n,<null>,<null>,http://www.natural-juicing-remedies.com/healthy-smoothie-recipes.html
319,Grapefruit Smoothie ,yields 4 cups = 32 oz\n• 1 Grapefruit\n• 1 Cucumber\n• 1 bunch Chicory\n• 3 tbsp freshly ground Flax seeds\n• 2 cups Coconut water\n,<null>,<null>,http://www.natural-juicing-remedies.com/healthy-smoothie-recipes.html
320,Coconut Smoothie,yields 2/3 cup = 5,50 oz\n• 1-2 cups Coconut water\n• 2 cups Strawberries\n• 2-3 pinches Cinnamon\n,<null>,<null>,http://www.natural-juicing-remedies.com/healthy-smoothie-recipes.html
321,Dr Smoothie,yields 2 cups = 16 oz\n• 1 Beet with leafy greens\n• 1 stalk Celery\n• 2 Bananas\n• 1-2 cups Living water\n• 1-2 pinches Cayenne\n,<null>,<null>,http://www.natural-juicing-remedies.com/healthy-smoothie-recipes.html
322,Green Smoothie,yields 2/3 cup = 5,50 oz\n• 2 Carrots\n• 2 bunches Spinach\n• 1 Cucumber\n• 1 cup Living water\n• 1-2 pinches Cayenne\n,<null>,<null>,http://www.natural-juicing-remedies.com/healthy-smoothie-recipes.html
323,Plum Green Smoothie,yields 2 cups = 16 oz\n• 7 Plums\n• ½ Avocado\n• 1 Cucumber\n• 1 bunch Spinach\n• 1 tbsp Maca powder\n• 1 tbsp Flax oil\n• 1 cup Coconut water\n,<null>,<null>,http://www.natural-juicing-remedies.com/healthy-smoothie-recipes.html
324,Cucumber Green Smoothie,yields 2 cups = 16 oz\n• 2 Cucumbers\n• 2 cups Blueberries\n• 2 tbsp Blueberry leaves\n• 1 tbsp Ashwagandha\n• 1 Banana\n• 1 tbsp Flax oil\n• ½ cup Coconut water\n,<null>,<null>,http://www.natural-juicing-remedies.com/healthy-smoothie-recipes.html
325,Berry Smoothie,yields 2 cups = 16 oz\n• 1 cup Blueberries\n• 2 tbsp Blueberry leaves\n• 1 cup Strawberries\n• 2 tbsp Strawberry leaves\n• 2 tbsp Flax seeds\n• ½ cup Soya milk or Yoghurt\n,<null>,<null>,http://www.natural-juicing-remedies.com/healthy-smoothie-recipes.html
326,Banana Smoothie 1,yields 1 cup = 8 oz\n• 1 Banana\n• ½ cup Milk\n• 1 tsp Honey\n,<null>,<null>,http://www.natural-juicing-remedies.com/healthy-smoothie-recipes.html
327,Banana Smoothie 2,yields 3 cups = 24 oz\n• 2 Bananas\n• 2 cups Coconut water\n• 1 pinch Cinnamon\n,<null>,<null>,http://www.natural-juicing-remedies.com/healthy-smoothie-recipes.html
328,Green Smoothie,yields 2 cups = 16 oz\n• ¼ Avocado\n• 1 stalk Celery\n• ½ bunch Leafy greens\n• 1 cup Living water\n• 1 pinch Cayenne\n,<null>,<null>,http://www.natural-juicing-remedies.com/healthy-smoothie-recipes.html
329,Papaya Smoothie,yields 1+1/2 cup = 12 oz\n• 1 cup Papaya fruit\n• 2 Carrots\n• 1 Cucumber\n• 2 Oranges\n,<null>,<null>,http://www.natural-juicing-remedies.com/healthy-smoothie-recipes.html
330,Apricot Smoothie,yields 3 cups = 24 oz\n• 5–7 Apricots\n• 1 cup Watercress\n• 1 cup Whey\n• 1 Date\n,<null>,<null>,http://www.natural-juicing-remedies.com/healthy-smoothie-recipes.html
331,Melon Smoothie,yields 2 cups = 16 oz\n• ½ small Melon\n• 2 Figs\n• 1 cup Yoghurt\n• 1 tsp Ashwagandha\n,<null>,<null>,http://www.natural-juicing-remedies.com/healthy-smoothie-recipes.html
332,Green Smoothie with Barley Grass Powder,yields 1+1/2 cup = 12 oz\n• 1 bunch Leafy Greens\n• 1 Banana\n• 1 tbsp Barley Grass powder\n• 1 tsp Maca Root powder\n,<null>,<null>,http://www.natural-juicing-remedies.com/healthy-smoothie-recipes.html
333,Avocado-Banana Smoothie,yields 4 cups = 32 oz\n• ½ Avocado\n• 2 Bananas\n• 1 bunch Lettuce\n• 1 Cabbage leaf\n• 2-3 Sage leaves\n• 3-5 Raspberry leaves\n• 1 small bunch Parsley\n• 1 tbsp Sea Buckthorn powder\n• 2 tbsp Hemp oil\n• 1 tbsp Rice Protein\n• 1 cup Coconut water\n• ½ tbsp Hemp seeds for decoration\n,<null>,<null>,http://www.natural-juicing-remedies.com/healthy-smoothie-recipes.html
334,Green Smoothie,yields 2+1/2 cups = 20 oz\n• ½ Cucumber (medium size)\n• 3 Apples\n• 1 slice Ginger (to skin)\n• 1 tsp Spirulina Algae powder (optional)\n• 1 glass Living water\n• 1 bunch Spinach\n• 2 stalks Celery\n• 1 bunch Parsley\nFirstly prepare juice from first three ingredients. Put the juice and other ingredients into a blender and blend it properly (for about 20 seconds).\n,<null>,<null>,http://www.natural-juicing-remedies.com/healthy-smoothie-recipes.html
335,Kiwi Smoothie,yields 3 cups = 24 oz\n• 4 Kiwis\n• 2 cups Mineral water\n• 1 Lime\n• 1 Orange\nInstead of a lime and/or an orange you can use also lime and/or orange juice.\n,<null>,<null>,http://www.natural-juicing-remedies.com/healthy-smoothie-recipes.html
336,Green Smoothie,yields 3 cups = 24 oz\n• 1 cup Spinach\n• 2 Bananas\n• ½ cup Cranberries\n• 1 slice Ginger (1 cm)\n• 1 cup Coconut water\n• 1 tsp Sea Buckthorn powder\n,<null>,<null>,http://www.natural-juicing-remedies.com/healthy-smoothie-recipes.html
337,Dog Rose Hips Smoothie,yields 4 cups = 32 oz\n• ½ cup Dog Rose Berries\n• 2 cups Spinach\n• 1 cup Blueberries\n• 2 Bananas\n• 1+½ cup Living water\n,<null>,<null>,http://www.natural-juicing-remedies.com/healthy-smoothie-recipes.html
338,Camu-Camu Smoothie,yields 3 cups = 24 oz\n• 1 tbsp Camu camu powder\n• 1 cup Lamb's Lettuce\n• 1 stalk Celery\n• 1 Grapefruit\n• 1 cup Coconut water\n,<null>,<null>,http://www.natural-juicing-remedies.com/healthy-smoothie-recipes.html
339,Berries Smoothie,yields 2+1/2 cups = 20 oz\n• 1 cup Blackberries\n• 1 cup Strawberries\n• 1 cup Blueberries\n• ½ Avocado\n• 1 cup Coconut water\n,<null>,<null>,http://www.natural-juicing-remedies.com/healthy-smoothie-recipes.html
340,Papaya Smoothie,yields 2 cups = 16 oz\n• 2 cups Papaya\n• 1 Pear\n• 2 stalks Celery\n• 1 tbsp Olive oil\n,<null>,<null>,http://www.natural-juicing-remedies.com/healthy-smoothie-recipes.html
341,Green Smoothie with Algae,yields 3 cups = 24 oz\n• 1 Banana\n• 1 Cucumber\n• 1 bunch Lettuce\n• 1 bunch Parsley\n• 1-2 cups Coconut water\n• 1 tsp Spirulina Algae powder\n,<null>,<null>,http://www.natural-juicing-remedies.com/healthy-smoothie-recipes.html
342,Strawberry Green Smoothie,yields 2 cups = 16 oz\n2 handfuls Strawberries with leaves (organic)\n2 wild Asparagus\n3 small leaves from young Birch tree\nsome Carrot greens\n• 1 Cucumber\n• 1 cup Whey\n,<null>,<null>,http://www.natural-juicing-remedies.com/healthy-smoothie-recipes.html
343,Asparagus Green Smoothie,yields 2 cups = 16 oz\n• 4 Asparagus\n• 4 stalks Celery\n• ½ Avocado\n• 1 Cucumber\n• 1 tsp Kelp powder (Ascophyllum nodosum)\n,<null>,<null>,http://www.natural-juicing-remedies.com/healthy-smoothie-recipes.html
344,Cucumber Green Smoothie,yields 2+1/2 cups = 20 oz\n• 2 Cucumbers\n• 2 cups Strawberries with leaves\n• 1 tsp Spirulina Algae powder\n• 1 or 2 Apples\n,<null>,<null>,http://www.natural-juicing-remedies.com/healthy-smoothie-recipes.html
345,Berry Smoothie,yields 2 cups = 16 oz\n• 1 cup Blueberries\n• 1 cup Strawberries\n• 1 cup Raspberries\n• 1 cup Blackberries\n• 1/3 tsp Cinnamon\n,<null>,<null>,http://www.natural-juicing-remedies.com/healthy-smoothie-recipes.html
346,Green Smoothie,yields 2+1/2 cups = 20 oz\n• 4 small leaves Kale\n• 3 stalks Celery\n• 1 bunch Mangelwurzel leaves\n• 3 Peaches\n• 2-3 slices Ginger\n• 1 cup Living water\n,<null>,<null>,http://www.natural-juicing-remedies.com/healthy-smoothie-recipes.html
